Date,PMID,Passage,Data
20181219,25117657,All data for this project is posted to the Open Science Framework (https://osf.io/8pgfh/); the microarray data is also posted to GEO (Geo: GSE57458).,osf.io
20181221,25128588,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon).,nitrc
20181221,25128588,According to the Talairach Daemon Atlas (http://www.nitrc.org/projects/tal-daemon).,nitrc
20181121,25140149,Data used in the preparation of this article were obtained from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu).,loni.usc.edu
20181219,25146308,"However, as our statistical maps frequently displayed highly organized spatial structure within single atlas labels, finer-scale anatomical attributions were made through visual comparison with Allen Atlas coronal and sagittal reference postnatal day 56 mouse brain atlases (http://mouse.brain-map.org/static/atlas).",brain-map.org
20181121,25156576,All three rs-fMRI datasets were preprocessed using the same script as described in the 1000 Functional Connectome Project (http://www.nitrc.org/projects/fcon_1000) (Biswal et al.).,nitrc
20181207,25174814,All analysis scripts are available online (https://github.com/HaukeHillebrandt/SPM_connectome); this ensures the analyses reported below can be replicated and extended with the openly available HCP data (see discussion).,github
20181207,25174814,"Having identified the model with the greatest evidence, we then characterised the effects of motion and animate motion processing quantitatively, by examining the connection strengths and their bilinear modulation (the model can be replicated with scripts available online (https://github.com/HaukeHillebrandt/SPM_connectome) – also see discussion).",github
20181207,25174814,"The HCP data are publically accessible, and the analysis scripts used in the current study are freely available online (https://github.com/HaukeHillebrandt/SPM_connectome), which will facilitate replications and extensions of the present findings.",github
20181219,25181023,Preprocessing of the resting-state fMRI data was carried out using scripts provided by the 1000 Functional Connectomes Project (www.nitrc.org/projects/fcon_1000) with both FSL and AFNI (http://afni.nimh.nih.gov/afni) software.,nitrc
20181222,25191537,"Finally, autism data were drawn from the National Database for Autism Research (NDAR), a collective national database for autism research funded by the National Institutes of Health.",national database for autism research
20181222,25191537,"A more detailed description of the NDAR database, including all relevant child questionnaires, can be found at http://ndar.nih.gov/.",ndar
20181222,25191537,"For the autism group, data were accessed through NDAR based on specified conditions.",ndar
20181123,25194848,Software implementation of the method provided at https://francopestilli.github.io/life.,github
20181123,25194848,Pre-processing are publicly available as part of the vistasoft software distribution (http://github.com/vistalab/vistasoft/mrDiffusion).,github
20181123,25194848,We used 7 brains with DWI data downloaded from https://www.humanconnectome.org/data/.,humanconnectome.org
20181123,25194848,Tracts and brain images were generated using Matlab Brain Anatomy (MBA) https://github.com/francopestilli/mba.,github
20181219,25201436,"A U.S. example is the Genetic Epidemiology Research on Aging study of 78,000 Kaiser Permanente health plan members with 12,000 antidepressant-treated cases (dbGAP dataset phs000674.v1.p1, http://www.ncbi.nlm.nih.gov/gap).",dbgap
20190224,25203614,This paper describes the development of a WM atlas based upon a population-averaged DTI template from imaging studies in 271 rhesus macaque monkeys (; http://www.nitrc.org/projects/rmdtitemplate/).,nitrc
20181219,25209949,All vertex-wise analyses were performed with the RMINC package (https://github.com/mcvaneede/RMINC).,github
20181219,25209949,The mean CT was generated for the angular gyrus and medial orbitofrontal cortex ROIs (the regions that corresponded to the areas that showed the peak brain activity during the illness denial task) from the LONI Probabalistic Brain Atlas (LPBA40) (http://www.loni.usc.edu/atlases/) in each hemisphere after resampling the atlas to fit to each subjects unique surface representation.,loni.usc.edu
20181221,25220159,Image preprocessing used SPM8 software (http://www.fil.ion.ucl.ac.uk/spm/) with the conn_toolbox (http://www.nitrc.org/projects/conn) for functional connectivity analysis.,nitrc
20181221,25220159,"To further minimize the likelihood that the connectivity findings were confounded by subjects’ head motion during scanning, we used the Artifact Detection Toolbox (www.nitrc.org/projects/artifact_detect) to “scrub” each scan with regressors to covary for images with excessive motion.",nitrc
20190101,25257972,"The procedures were similar to those outlined by the 1000 Functional Connectomes Project (http://www.nitrc.org/projects/fcon 1000/), but with modifications unique to this study.",nitrc
20181219,25283342,Coordinates were converted from MNI space into Talairach space (http://imaging.mrc-cbu.cam.ac.uk/imaging/MniTalairach/) and Talairach daemon software (http://www.nitrc.org/projects/tal-daemon/) was used to identify neuroanatomical locations of the clusters.,nitrc
20181219,25284466,MWAS data has been deposited in dbGaP http://www.ncbi.nlm.nih.gov/projects/gap/cgibin/study.cgi?study_id=phs000608.v1.p1.,dbgap
20181207,25300429,"Recent studies show that two other large-conductance K+ channels of the Slo gene family, Slo2.2 (Slack) and Slo2.1/Slick, are also broadly expressed in the nervous system (www.brain-map.org).",brain-map.org
20181219,25320794,http://fcon_1000.projects.nitrc.org/indi/retro/BeijingEOEC.html,fcon_1000.projects
20181217,25331248,"We have implemented this new technique in MATLAB, and the code is available at https://github.com/jrclimer/mle_rhythmicity.",github
20181217,25331248,"We implemented this in MATLAB, and it is available at https://github.com/jrclimer/mle_rhythmicity.",github
20181218,25333131,http://www.loni.usc.edu/atlases/Atlas_Detail.php?atlas_id=12,loni.usc.edu
20181219,25372846,We used FSL (http://www.fmrib.ox.ac.uk) and AFNI (http://afni.nimh.nih.gov/afni) based script libraries from the 1000 Functional Connectomes Project (http://www.nitrc.org/projects/fcon_1000 35) for preprocessing of resting-state scans (“fcon scripts”).,nitrc
20181220,25381736,We have imported time 1 data and are in the process of contributing the rest of the data from this project to the National Institutes of Health National Database for Autism Research (NDAR; http://ndar.nih.gov/).,national database for autism research
20181219,25383132,"For example, the Gene Expression Omnibus (GEO; http://www.ncbi.nlm.nih.gov/geo/) from the National Center for Biotechnology Information (NCBI) and the Gene Expression Atlas (http://www.ebi.ac.uk/gxa/) from the European Bioinformatics Institute (EBI) are the two largest public depository websites for gene expression data and the database of Geno-types and Phenotypes (dbGaP, http://www.ncbi.nlm.nih.gov/gap/) has the largest collection of genotype data.",dbgap
20181201,25383518,"The pipeline was organized by Ruffus (https://code.google.com/p/ruffus/), and the code is accessible from GitHub (https://github.com/shenlab-sinai/miRNA_pipeline_for_miRanalyzer).",github
20181107,25390645,"The data were obtained with permission from dbGaP (Database of Genotypes and Phenotypes, http://www.ncbi.nlm.nih.gov/gap, Study Accessions: phs000021.v3.p2 (“Genetic Association Information Network (GAIN)”) and phs000167.v1.p1 “nonGAIN”).",dbgap
20181107,25390645,These derived from the same original sample but had been separately deposited into dbGaP.,dbgap
20181121,25392729,Data is being made available through NIH databases (database of Genotypes and Phenotypes (dbGaP) and National Database for Autism Research (NDAR)) with DNA released in Dist 11.0.,national database for autism research
20181121,25392729,"This data is being analyzed by the AGP and shared with other sites, including the PGC as well as the database of Genotypes and Phenotypes (dbGaP) and the National Database for Autism Research (NDAR).",national database for autism research
20181121,25392729,Sequencing data from these families were released early 2012 via dbGaP.,dbgap
20181121,25392729,"WES data from 1,000 samples (primarily in the form of trios) will be released through dbGaP in 2014, and data from additional TASC samples will be released as the data become available.",dbgap
20181121,25392729,ABC: Aberrant Behavior Checklist; ADI-R: Autism Diagnostic Interview-Revised; ADOS: Autism Diagnostic Observation Schedule; ADOS-G: Autism Diagnostic Observation Schedule-Generic; AGP: Autism Genome Project Consortium; AGRE: Autism Genetic Research Exchange; ARRA: American Recovery and Reinvestment Act; ASC: Autism Sequencing Consortium; ASD: autism spectrum disorder; BAPQ: Broad Autism Phenotype Questionnaire; CAN: Cure Autism Now; CCGSMD: Center for Collaborative Genetic Studies on Mental Disorders; CMA: chromosome microarray; CNV: copy number variation; CTOPP: Comprehensive Test of Phonological Processing; dbGaP: Database of Genotypes and Phenotypes; GWAS: genome-wide association study; IACC: Interagency Autism Coordinating Committee; ID: intellectual disability; NAAR: National Alliance for Autism Research; NDAR: National Database for Autism Research; NHGRI: National Human Genetics Research Institute; NIH: National Institutes of Health; NIMH: National Institute of Mental Health; PGC: Psychiatric Genetics Consortium; PPVT: Peabody Picture Vocabulary Test; RBS-R: Repetitive Behavior Scale-Revised; SNP: single-nucleotide polymorphism; SNV: single nucleotide variation; SRS: Social Responsiveness Scale; SSC: Simons Simplex Collection; TASC: The Autism Simplex Collection; VABS: Vineland Adaptive Behavioral Scales; WES: whole exome sequencing.,national database for autism research
20181129,25417155,Cortical areas were identified based on the Allen Brain Atlas (http://mouse.brain-map.org/static/atlas).,brain-map.org
20181121,25418537,Raw sequencing data have been deposited in the National Database for Autism Research under the accession code NDARCOL2130.,national database for autism research
20181219,25429312,"Their online resource (http://connectivity.brain-map.org/) provides a valuable starting point for identifying intriguing circuit connections, but once a potential projection is identified this data should be confirmed and expanded upon by the researcher, as outlined here:",brain-map.org
20181219,25429312,"There are several high quality mouse brain atlases available, including the widely-used print atlas by Paxinos and Franklin or the atlas generated by the AIBS, available both in print and free online (http://www.brain-map.org/).",brain-map.org
20181219,25429312,Allen Institute for Brain Science http://www.brain-map.org/,brain-map.org
20181219,25429312,AIBS Connectivity Atlas: http://connectivity.brain-map.org/,brain-map.org
20181219,25435598,We applied SVCM to the Attention Deficit Hyperactivity Disorder (ADHD) data from the New York University (NYU) site as a part of the ADHD-200 Sample Initiative (http://fcon1000.projects.nitrc.org/indi/adhd200/).,nitrc
20181118,25437873,Extensive documentation is available at https://github.com/aestrivex/cvu/wiki.,github
20181217,25451423,The artifact detection tool (ART: http://www.nitrc.org/projects/artifact_detect) was used to measure motion artifacts in all subjects.,nitrc
20181217,25458571,Functional connectivity analyses were carried out using the CONN-fMRI Functional Connectivity toolbox v13 (http://www.nitrc.org/projects/conn).,nitrc
20181219,25462801,"RSFC fMRI images were obtained from the Nathan Kline Institute Rockland–sample, which are available online as part of the International Neuroimaging Datasharing Initiative (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html).",fcon_1000.projects
20181219,25462801,Whole-brain renderings were created using PySurfer (http://pysurfer.github.io/).,github
20181218,25464374,Available from: http://developingmouse.brain-map.org.,brain-map.org
20181219,25482016,"RS fMRI images of 153 healthy volunteers (mean age 41.1 ± 18.0 [SD] years; 92 male) from the NKI/Rockland sample were obtained through the 1,000 functional connectomes project (www.nitrc.org/projects/fcon_1000/).",nitrc
20181220,25482265,"To investigate task-related differences across functional networks, we used Constrained Principal Component Analyses (CPCA) using a finite-impulse response (FIR) model, as implemented in the fMRI-CPCA toolbox (www.nitrc.org/projects/fmricpca).",nitrc
20190224,25486125,All data for this project is posted to the Open Science Framework (https://osf.io/ts9ea/).,osf.io
20181218,25488392,Genotyped data for HRS participants was downloaded from dbGAP.,dbgap
20181218,25488392,HRS genotypes in dbGAP were available as genotypes and as 1000 genomes (McVean et al.,dbgap
20181107,25494366,Accession codes: The RNA-Seq data have been deposited in the National Database for Autism Research (NDAR) under the accession code NDARCOL0002034.,national database for autism research
20181220,25496659,All data for these analyses were obtained from the database of Genotypes and Phenotypes (dbGaP) (http://www.ncbi.nlm.nih.gov/gap).,dbgap
20181220,25496659,"An initial round of genotype processing and quality control was performed to remove subjects with genotype call rate <98.5% and SNPs with genotype call rates <95%, Hardy Weinberg Equilibrium p values <10−6 in the controls, and minor allele frequencies <0.01 in the combined sample, resulting in the release of the filtered subjects above and 729,454 SNPs to dbGaP.",dbgap
20181218,25499190,"All GLM analysis of the current data were carried out using a software toolbox (the GazeReader toolbox developed by the first author under Matlab (Mathworks, Nattick, MA), which may be downloaded at http://www.nitrc.org/projects/gazereader/.",nitrc
20181201,25501035,R code is available at: https://github.com/lcolladotor/libd_n36.,github
20181201,25501035,An R package for this analysis is available from GitHub .,github
20181218,25528112,Available at (http://github.com/neurosynth).,github
20181217,25528614,"This project, which was spearheaded by Greg Hale, was named “ArtE” (Almost real time Electrophysiology) to highlight the intention to provide closed-loop feedback (https://github.com/imalsogreg/arte-ephys).",github
20181217,25528614,The rise of tools such as GitHub and Bitbucket (based on Git version control software) lowers the barriers to collaborative development.,github
20181218,25533337,and WU-Minn HCP Quarter 3 Data Release Reference Manual (http://humanconnectome.org/documentation/Q3/Q3_Release_Reference_Manual.pdf) in more detail.,humanconnectome.org
20181116,25566051,2https://github.com/PulsePal/PulsePal,github
20181219,25580184,The BrainNet Viewer was used for visualization (http://www.nitrc.org/projects/bnv/).,nitrc
20181119,25584461,"Quality assurance included the identification of ‘suspect’ time-points via the Artifact Detection Tools (ART; http://www.nitrc.org/projects/artifact_detect), defined as time-points marked by greater than 0.3 mm in movement or 1.3% global mean signal change.",nitrc
20181220,25585020,"Cortical thickness and fALFF for a randomly selected subject (age 53), along with the corresponding quantile rank maps, are displayed in Figure 2, which was created using BrainNetViewer (http://www.nitrc.org/projects/bnv/) and the MNI152 standard brain.",nitrc
20181121,25598050,Cortical surface views were generated using Connectome Workbench (www.humanconnectome.org/connectome/connectome-workbench.html).,humanconnectome.org
20181121,25598050,Cortical surface views were generated using Connectome Workbench (www.humanconnectome.org/connectome/connectome-workbench.html).,humanconnectome.org
20181220,25599223,FORGE can be freely accessed at https://github.com/inti/FORGE.,github
20181218,25602243,"The creation of large publically available ASD neuroimaging databases such as the Autism Brain Imaging Exchange (ABIDE) and the National Database for Autism Research (NDAR), support efforts to replicate results in independent samples.",national database for autism research
20181220,25613646,Tracing of the hippocampus outlines followed recently developed international consensus criteria for manual hippocampus segmentation on MRI (; http://www.hippocampal-protocol.net/SOPs/index.php) and was performed by a certified tracer (MJG) using MultiTracer 1.0 software (http://www.loni.usc.edu/Software/MultiTracer).,loni.usc.edu
20181219,25619891,"Datasets 2 and 3 were accessed from community-shared samples (NKI/Rockland sample and Beijing: Eyes Open Eyes Closed Study, web link: http://fcon_1000.projects.nitrc.org/).",fcon_1000.projects
20181219,25619891,Preprocessing of the resting-state fMRI data was carried out using scripts provided by the 1000 Functional Connectomes Project (www.nitrc.org/projects/fcon_1000) using both FSL and AFNI (http://afni.nimh.nih.gov/afni) software.,nitrc
20181220,25624274,"This has aided the creation of high-quality databases profiling the genome, transcriptome, epigenome, and regulome of multiple neural cell types, tissues, developmental periods, species, and diseases (see www.genome.gov/encode/; www.1000genomes.org; www.roadmapepigenomics.org; www.gtexportal.org/; www.brain-map.org; www.genepaint.org; enhancer.lbl.gov; www.brainspan.org and www.commonmind.org).",brain-map.org
20181218,25660957,"2(A) was obtained by using the core Neurosynth tools (https://github.com/neurosynth/neurosynth) and restricting the meta-analysis to studies that fulfill the criterion of having both the “social” AND “perception” features, which included 123 studies.",github
20181218,25660957,"To run this code, one would need to install the core Neurosynth tools first (see https://github.com/neurosynth/neurosynth for details).",github
20181218,25660957,# see the tutorial in https://github.com/neurosynth/neurosynth for details,github
20181217,25666423,"The National Database for Autism Research (NDAR) seeks to gather, curate, and make openly available neuroimaging data from NIH-funded studies of autism spectrum disorder (ASD).",national database for autism research
20181217,25666423,"To illustrate the use of NDAR and LONI Pipeline for performing several commonly performed neuroimaging processing steps and analyses, this paper presents example workflows useful for ASD neuroimaging researchers seeking to begin using this valuable combination of online data and computational resources.",ndar
20181217,25666423,"As a result, the NIH has established a centralized national database known as the National Database for Autism Research (NDAR; http://ndar.nih.gov).",national database for autism research
20181217,25666423,"In each network, participating ACE institutions are expected to provide all of their raw collected data to a data coordinating center (DCC) affiliated with each program, which then 1) synthesizes, checks for quality and artifacts, and 2) ensures successful upload of that data to both local as well as the NDAR national repository.",ndar
20181217,25666423,"Currently, NDAR compiles phenotypic, genomic, neuroimaging, neuro-signal recordings and demographic data, and as of July 2014, the database contains data from over 77,000 individuals.",ndar
20181217,25666423,This information will assign the subject a unique GUID that stays with that subject’s NDAR record throughout their life.,ndar
20181217,25666423,"Once approved by NIH officials (http://ndar.nih.gov/policies_data_access_committee.html), researchers are able to search NDAR contents, create data packages of useful de-identified data sets, and download them for further examination.",ndar
20181217,25666423,What are also needed are means to feed the data available from resources such as NDAR directly into software designed for highly efficient processing and analysis.,ndar
20181217,25666423,"We discuss 1) accessing the NDAR data archive, 2) getting data processing workflow software, and 3) how to leverage these to create processing “Pipelines”.",ndar
20181217,25666423,"In order to access the neuroimaging data stored in NDAR’s repository, one must first acquire a username and password by completing the NDAR access application process.",ndar
20181217,25666423,The complete details for how to obtain an NDAR account can be found on the NDAR website (http://ndar.nih.gov/ndarpublicweb/access.html).,ndar
20181217,25666423,"Upon acquiring an account and logging into the NDAR website, one can begin by using the available “Query” tool in order to filter the collection of data by data types, ages, gender, or number of subjects, etc.",ndar
20181217,25666423,The NDAR system generates a package ID which is used to identify and refer to that collection of data.,ndar
20181217,25666423,The NDAR Download Manager is a program written in Java which will download the collection to one’s local hard disk.,ndar
20181217,25666423,This method enables users to have data delivered to the computer they are presently using to view the NDAR contents.,ndar
20181217,25666423,"Rather, users may prefer to reference these NDAR package IDs directly within data processing workflow tools in order to avoid having data directed to remote processing operations located on remote computing systems, clusters, or “in the cloud” using NDAR’s “Mini-NDAR” or “miNDAR” capabilities (http://ndar.nih.gov/cloud_get_started.html).",ndar
20181217,25666423,"LONI Pipeline is also available through the Neuroimaging Tools and Resource Clearinghouse (NITRC; http://www.nitrc.org) – a service enabling researchers to locate, install, and compare resources for functional and structural neuroimaging analyses, as well as collects and points to standardized information about tools for performing such analyses.",nitrc
20181217,25666423,Pipeline is also available as an Amazon-EC2 service (http://pipeline.loni.usc.edu/products-services/pipeline-server-on-ec2/) and is also available for use via the NITRC Compute Environment (NITRC-CE) (http://www.nitrc.org/projects/nitrc_es).,loni.usc.edu
20181217,25666423,"With access to LONI Pipeline and a connection to a Pipeline-enabled server, users can easily locate the complete set of example NDAR data processing workflows described here contained within the LONI Pipeline’s built-in server library.",ndar
20181217,25666423,The workflows are available as supplemental information from this article and are also available for download to a user’s local machine via the LONI Pipeline’s entry on the NITRC website (http://www.nitrc.org/docman/view.php/32/1294/NDAR%20Workflows%2014Oct2013.zip).,nitrc
20181217,25666423,"We intend that, very soon, users will be able to access these LONI Pipeline workflows directly from within NDAR itself.",ndar
20181217,25666423,"Within the Pipeline program there exists the means for a direct login to the NDAR cloud storage and one’s previously defined data package IDs (see “Accessing to the NDAR Database,” above).",ndar
20181217,25666423,"Once an NDAR data package is specified in the NDAR login (accessible through the database and cloud storage login interface), a three-component set of modules is automatically generated as a new LONI Pipeline workflow.",ndar
20181217,25666423,"Here, we seek to illustrate several LONI Pipeline workflows which focus on NDAR data.",ndar
20181217,25666423,"Our intent here is to provide the context for how the interested user can use these workflows to begin a process of using NDAR data, performing basic processing operations on them, and to set the stage for more all-encompassing analyses using greater numbers of subjects, variables of interest, etc.",ndar
20181217,25666423,"All workflows have been developed to be straightforward; they use the commonly available and widely used tools mentioned above, depend on only a few instances where custom tools have been included, and are color-coded in such a way that a user can understand the purpose of the workflow at a glance and easily alter the input data to their own NDAR data package, augment the available processing parameters, and otherwise have a description of what each workflow is designed to do.",ndar
20181217,25666423,Several of the workflows utilize the automatically generated NDAR cloud database retrieval modules discussed above.,ndar
20181217,25666423,"Once logged-in, users can specify the ID of the NDAR package they have created online, follow annotated instructions on the Pipeline workflows for adjusting a few basic settings, and then click on the LONI Pipeline’s green “Start” button to launch the processing job.",ndar
20181217,25666423,"However, depending on their intentions, the user may find it desirable to download the package of data directly via the NDAR Download Manager, for data inspection and subsequent processing of cases individually, in batches, or based on data type.",ndar
20181217,25666423,"Note, however, that due to constraints from the NDAR download server, one limitation is that NDAR package numbers cannot be accessed by multiple active workflows simultaneously without using the miNDAR option.",ndar
20181217,25666423,"Regardless of the means for NDAR data download, upon completion of the full workflow, the resulting files from processing or statistical analysis will be written to the user’s specified output directory.",ndar
20181217,25666423,The first workflow in the NDAR workflow library is the basic NDAR file acquisition protocol.,ndar
20181217,25666423,"A complete description of LONI Pipeline iconography, its intentions and functions can be found in the online LONI Pipeline User Handbook (http://pipeline.loni.usc.edu/learn/handbook/).",loni.usc.edu
20181217,25666423,"The first module, “NDARGet”, simply connects to the NDAR webserver to access the package and downloads its files as a .zip file archive.",ndar
20181217,25666423,"It utilizes the basic NDAR File Acquisition procedure, passing .nii converted files to the FreeSurfer module, before performing octahedral resampling, and writing separate files for each hemisphere.",ndar
20181217,25666423,"The workflow begins, once again, with the basic NDAR File Acquisition procedure for one or more subjects, directing the converted .nii files through DTK reconstruction to output many computational water-molecule diffusion variables such as average diffusion coefficient (ADC), fractional anisotropy (FA), mean diffusivity (MD), and a b0 image which can be used as a structural reference volume during tractography analysis.",ndar
20181217,25666423,"Through Pipeline, the user must first download the desired data from NDAR using either the Basic NDAR File Acquisition workflow or through the .jar file obtained using the NDAR Download Manager.",ndar
20181217,25666423,"As in the other examples discussed here, this workflow begins with the Basic NDAR File Acquisition procedure for one or more subjects, which, in this instance, obtains the files in Analyze format.",ndar
20181217,25666423,The converted Analyze images downloaded from NDAR are distributed across three separate workflow modules.,ndar
20181217,25666423,"The second module which employs the converted files from the NDAR package is the Brain Parser (described above) “grouped” module which reorients, bias corrects, skull strips, creates parcellations, runs FSL FLIRT, and applies an affine transform using an ICBM atlas and the Brain Parser directory of pre-determined models.",ndar
20181217,25666423,The hemispheric surface outputs of these two module groups are then automatically translated to the file formats read by the ShapeToolsIO library (http://www.nitrc.org/projects/shapetools/).,nitrc
20181217,25666423,These can be viewed and analyzed in the BrainSuite program (http://www.nitrc.org/projects/brainsuite).,nitrc
20181217,25666423,"The third and final module that employs the converted files from the NDAR package is the FreeSurfer reconstruction module, just as was performed using the FreeSurfer Surface Generator workflow, above.",ndar
20181217,25666423,"In general, each of the workflows included within LONI Pipeline in the NDAR library has a specific application each of which forms a typical neuroimaging processing operation that a neuroimaging researcher might be interested in applying.",ndar
20181217,25666423,"These individual workflows could be combined in a number of different ways to perform end-to-end processing of NDAR data or used to compare the speed, reliability, or accuracy of competing processing steps – for instance, to examine the bias-variance trade-offs associated with different image processing philosophies.",ndar
20181217,25666423,"Furthermore, NDAR and similar archives are working to establish protocols for citing the use of its data so that researchers get credit for their efforts even when another researcher builds off of their work (http://ndar.nih.gov/data_from_papers.html).",ndar
20181217,25666423,"For example, contributors to the fMRI Data Center (fMRIDC), saw their work cited widely which garnered new opportunities for collaboration on the basis of their shared data sets.",fmridc
20181217,25666423,The shared NDAR data repository and the LONI Pipeline interactivity can also foster such cooperation in analyzing and drawing conclusions from large amounts of data.,ndar
20181217,25666423,LONI Pipeline’s interactivity with the NDAR database and availability via NITRC provides an opportunity to many researchers who would otherwise be unable to conduct ASD research on this scale by allowing large amounts of expensive data or longitudinal data to be freely accessed and processed in a timely fashion.,ndar
20181217,25666423,"What is more, NITRC has recently begun to provide enhanced services such as virtual computing and data storage (http://tinyurl.com/q2nv3js).",nitrc
20181217,25666423,Examining disorders such as ASDs across the numerous modalities of data offered by NDAR using Pipeline workflows and NITRC compute resources would enable a broader community of researchers the ability to obtain a more complete picture of the factors at play in the complicated neurological questions.,ndar
20181217,25666423,"In this way, NDAR interactivity with LONI Pipeline can help serve as a hypothesis generator and fill knowledge gaps in our understanding of ASD.",ndar
20181217,25666423,"Conversely, within the NDAR website, one can search for data by the lab that the study is associated with and be linked directly to all of the publications associated with a specific cohort.",ndar
20181217,25666423,"Additionally, other researchers may be able to use these new modules to process data available through NDAR to get a better understanding of aspects of autism for which they may not have collected data, but which coincides with their current research.",ndar
20181217,25666423,"Overall, newly developed interactivity between the NDAR database and LONI Pipeline combine the well-documented benefits of data sharing with efficient and streamlined image processing workflows.",ndar
20181217,25666423,The Basic NDAR File Acquisition workflow includes annotations that will help the user get acquainted with how they ought to interact with input and output modules and how they can retrieve data from NDAR via the LONI Pipeline environment.,ndar
20181217,25666423,The inset picture shows a sample NDAR download file structure for data to be saved to one’s local server for further use.,ndar
20181203,25685703,An additional age and IQ-matched cohort of 178 individuals (89 ASD; 89 TD) from the Autism Brain Imaging Data Exchange (ABIDE) open-access dataset (http://fcon_1000.projects.nitrc.org/indi/abide/) were included for replication.,fcon_1000.projects
20181203,25685703,Acquisition parameters and protocol information can be found at http://fcon_1000.projects.nitrc.org/indi/abide/.,fcon_1000.projects
20181220,25692223,"Genotyping was completed on the Illumina Omni-2.5 chip platform and imputed using the 1000G phase 1 reference panel and filed with the Database for Genotypes and Phenotypes (dbGaP, study accession number: phs000428.v1.p1) in April 2012.",dbgap
20181220,25692223,Exact information on the process performed for quality control is available via Health and Retirement Study and dbGaP21.,dbgap
20181220,25700954,"A study specific quality control protocol was performed for all raw diffusion-weighted images (DWI) using DTIPrep (http://www.nitrc.org/projects/dtiprep) for slice-wise and gradient-wise artifact detection, as well as eddy current and motion correction.",nitrc
20181220,25700954,"Our adaptation of the UNC-Utah NA-MIC DTI framework included creation of an unbiased, cross-sectional, study-specific neonate DTI atlas for application of a fiber tract based analysis to the present study of neonatal brain development (http://www.nitrc.org/projects/dtiatlasbuilder).",nitrc
20181220,25700954,This functional ACE (fACE) model is a novel extension of our FADTTS toolbox available at http://www.nitrc.org/projects/fadtts/.,nitrc
20181124,25710120,"Individuals in AC, AGRE, NDAR and SSC were recruited with a suspicion of having ASD, and individuals in the SVIP were required to have or be related to an individual with the 16p11.2 duplication/deletion.",ndar
20181124,25710120,"To ensure consistency across data sets, we computed the ADOS-2 diagnosis for all individuals in AC, AGRE, NDAR and SSC using the ADOS-2 algorithms.",ndar
20181124,25710120,Module 2 classifiers were trained from an NDAR collection of 362 with ASD and 282 individuals without ASD.,ndar
20181124,25710120,"Two algorithms using the same nine features displayed optimal performance on the NDAR training data (98.90% sensitivity, 98.58% specificity and 98.76% accuracy), a logistic regression and a logistic model tree (LMT) (Table 3; Figure 1).",ndar
20181124,25710120,"Due to the nature of recruitment, there was a large imbalance in favor of individuals with ASD versus those who tested negative for ASD in AC, AGRE, NDAR and SSC (Table 1).",ndar
20181220,25722962,"These clusters were generated at a threshold of p<0.001 uncorrected in our prior data from the within subject, whole-brain, threat by valence interaction map generated using the flexible factorial model in SPM8 (for more details refer to the original paper or download the ROIs from: http://figshare.com/account/projects/1646).",figshare
20181220,25722962,These ROIS are freely available to download from http://figshare.com/account/projects/1646,figshare
20181218,25724689,"discuss how the National Database for Autism Research (NDAR; http://ndar.nih.gov) provides open access to primary neuroimaging data, workflow methods, and high-performance computing will increase uniformity in data collection protocols, encourage greater reliability of published data, results replication, and broaden the range of researchers now able to perform larger studies than ever before.",national database for autism research
20181218,25724689,They illustrate the use of NDAR and the LONI Pipeline (http://pipeline.loni.usc.edu) workflow environment in performing several commonly performed neuroimaging processing steps and analyses useful for developmental neuroimaging investigators seeking to begin using this valuable combination of online data and computational resources.,ndar
20181218,25731998,We use data from the publicly available Multi-Modal MRI Reproducibility Resource (http://www.nitrc.org/projects/multimodal).,nitrc
20181218,25731998,"This method has been implemented in both MATLAB and R and is available for download through Mathworks File Exchange1 and GitHub2, respectively.",github
20181218,25731998,https://github.com/mandymejia/shrinkR,github
20181219,25733379,"Whole-brain task-independent FC of the seed regions was assessed using resting-state correlations in fMRI data from 132 healthy subjects (54 female, mean age: 42.3 years ± 18.08 SD) without any record of neurological or psychiatric disorders taken from a public repository (http://fcon_1000.projects.nitrc.org/indi/pro/nki.html).",fcon_1000.projects
20181220,25741722,All ISH data can be found at the Transgenic Characterization database (http://connectivity.brain-map.org/transgenic/search/basic).,brain-map.org
20181217,25751861,"Raw DICOM MRI scans were downloaded from the public ADNI website (http://adni.loni.usc.edu/) reviewed for quality, and automatically corrected for spatial distortion caused by gradient nonlinearity and B1 field inhomogeneity.",loni.usc.edu
20181217,25751861,Data used in this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative database (http://adni.loni.usc.edu/).,loni.usc.edu
20181220,25754823,This cluster of axons can also be observed when surveying the online connectivity database (http://connectivity.brain-map.org/ experiment ID: 182337561 using the same SF1:CRE transgenic line (Figure 5A).,brain-map.org
20181220,25754823,Image adopted from http://connectivity.brain-map.org/ experiment ID: 182337561.,brain-map.org
20181218,25776219,Resting state fMRI images of 153 healthy volunteers (mean age 41.1 ± 18.0 years; 92 males) from the NKI/Rockland sample were obtained through the 1000 Functional Connectomes Project (www.nitrc.org/projects/fcon_1000/).,nitrc
